Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,id
CPU,,AMD,Phenom II X6 1090T,651,57,23506,https://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor,652
CPU,BX80677I37100,Intel,Core i3-7100,652,57,79299,https://cpu.userbenchmark.com/Intel-Core-i3-7100/Rating/3891,653
CPU,,AMD,Ryzen 3 5300U,653,57,2860,https://cpu.userbenchmark.com/SpeedTest/1536212/AMD-Ryzen-3-5300U-with-Radeon-Graphics,654
CPU,YD1200BBAEBOX,AMD,Ryzen 3 1200,654,57,83528,https://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931,655
CPU,,Intel,Core i5-4200H,655,57,11882,https://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz,656
CPU,,Intel,Core i5-10210Y,656,57,115,https://cpu.userbenchmark.com/SpeedTest/1005724/IntelR-CoreTM-i5-10210Y-CPU---100GHz,657
CPU,BX80646I34170,Intel,Core i3-4170,657,56.9,48178,https://cpu.userbenchmark.com/SpeedTest/28214/IntelR-CoreTM-i3-4170-CPU---370GHz,658
CPU,,Intel,Core2 Extreme X9770,658,56.8,522,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR-CoreTM2-Extreme-CPU-X9770----320GHz,659
CPU,,Intel,Core i7 X 920,659,56.6,998,https://cpu.userbenchmark.com/SpeedTest/4179/IntelR-CoreTM-i7-CPU-------X-920----200GHz,660
CPU,,Intel,Core i7-10510Y,660,56.5,48,https://cpu.userbenchmark.com/SpeedTest/1048467/IntelR-CoreTM-i7-10510Y-CPU---120GHz,661
CPU,BX80646G3430,Intel,Pentium G3430,661,56.5,263,https://cpu.userbenchmark.com/Intel-Pentium-G3430/Rating/1969,662
CPU,,Intel,Core i5-7300HQ,662,56.5,170871,https://cpu.userbenchmark.com/SpeedTest/223877/IntelR-CoreTM-i5-7300HQ-CPU---250GHz,663
CPU,,Intel,Core i3-6167U,663,56.5,25,https://cpu.userbenchmark.com/SpeedTest/175469/IntelR-CoreTM-i3-6167U-CPU---270GHz,664
CPU,,Intel,Core i7-10510U,664,56.4,51080,https://cpu.userbenchmark.com/SpeedTest/891469/IntelR-CoreTM-i7-10510U-CPU---180GHz,665
CPU,,AMD,FX-8120,665,56.4,25690,https://cpu.userbenchmark.com/SpeedTest/173/AMD-FXtm-8120-Eight-Core-Processor,666
CPU,,AMD,Phenom II X4 970,666,56.3,2539,https://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor,667
CPU,,Intel,Core i7-2670QM,667,56.3,51169,https://cpu.userbenchmark.com/Intel-Core-i7-2670QM/Rating/1982,668
CPU,,Intel,Xeon E5-2609 0,668,56.3,759,https://cpu.userbenchmark.com/SpeedTest/2762/IntelR-XeonR-CPU-E5-2609-0---240GHz,669
CPU,BX80662G4500,Intel,Pentium G4500,669,56.3,3191,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538,670
CPU,,Intel,Core i5-4258U,670,56.3,1278,https://cpu.userbenchmark.com/SpeedTest/5904/IntelR-CoreTM-i5-4258U-CPU---240GHz,671
CPU,BX80677G3950,Intel,Celeron G3950,671,56.2,228,https://cpu.userbenchmark.com/SpeedTest/242877/IntelR-CeleronR-CPU-G3950---300GHz,672
CPU,,Intel,Core i3-4130T,672,56.2,5264,https://cpu.userbenchmark.com/SpeedTest/13080/IntelR-CoreTM-i3-4130T-CPU---290GHz,673
CPU,,Intel,Core i7-5650U,673,56.1,248,https://cpu.userbenchmark.com/SpeedTest/26818/IntelR-CoreTM-i7-5650U-CPU---220GHz,674
CPU,,Intel,Core i7 Q 840,674,56.1,1339,https://cpu.userbenchmark.com/SpeedTest/2642/IntelR-CoreTM-i7-CPU-------Q-840----187GHz,675
CPU,,Intel,Pentium G3450,675,56,1246,https://cpu.userbenchmark.com/SpeedTest/24201/IntelR-PentiumR-CPU-G3450---340GHz,676
CPU,,Intel,Core i7-4600M,676,56,7260,https://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz,677
CPU,,Intel,Core i7-3540M,677,56,6652,https://cpu.userbenchmark.com/SpeedTest/921/IntelR-CoreTM-i7-3540M-CPU---300GHz,678
CPU,,Intel,Core i5-6260U,678,55.9,1781,https://cpu.userbenchmark.com/SpeedTest/37385/IntelR-CoreTM-i5-6260U-CPU---180GHz,679
CPU,BX80701G5920,Intel,Celeron G5920,679,55.9,68,https://cpu.userbenchmark.com/SpeedTest/1197531/IntelR-CeleronR-G5920-CPU---350GHz,680
CPU,,AMD,Phenom II X6 1075T,680,55.9,4420,https://cpu.userbenchmark.com/SpeedTest/913/AMD-Phenomtm-II-X6-1075T-Processor,681
CPU,,AMD,Phenom II X4 B60,681,55.8,1386,https://cpu.userbenchmark.com/SpeedTest/8154/AMD-Phenomtm-II-X4-B60-Processor,682
CPU,,Intel,Core i5-3470T,682,55.8,3684,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz,683
CPU,,AMD,FX-4170 Quad-Core,683,55.6,4257,https://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor,684
CPU,BX80701G5900,Intel,Celeron G5900,684,55.5,415,https://cpu.userbenchmark.com/SpeedTest/1187562/IntelR-CeleronR-G5900-CPU---340GHz,685
CPU,,Intel,Core i5-1035G4,685,55.5,13243,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR-CoreTM-i5-1035G4-CPU---110GHz,686
CPU,,AMD,FX-6120 Six-Core,686,55.4,1739,https://cpu.userbenchmark.com/SpeedTest/7026/AMD-FXtm-6120-Six-Core-Processor,687
CPU,,Intel,Core i5-3380M,687,55.4,2989,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz,688
CPU,BX80662I36100,Intel,Core i3-6100,688,55.4,110166,https://cpu.userbenchmark.com/Intel-Core-i3-6100/Rating/3511,689
CPU,BX80646I34150,Intel,Core i3-4150,689,55.2,36627,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309,690
CPU,FF8062700837005,Intel,Core i7-2630QM,690,55.2,39605,https://cpu.userbenchmark.com/Intel-Core-i7-2630QM/Rating/2729,691
CPU,FD6300WMHKBOX,AMD,FX-6300,691,55.2,261607,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555,692
CPU,,Intel,Xeon E5507,692,55.2,229,https://cpu.userbenchmark.com/SpeedTest/13794/IntelR-XeonR-CPU-----------E5507----227GHz,693
CPU,,Intel,Core i3-3240,693,55.1,37789,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz,694
CPU,BX80646I34160,Intel,Core i3-4160,694,55.1,48506,https://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816,695
CPU,,AMD,Ryzen 3 2300U,695,55,3165,https://cpu.userbenchmark.com/SpeedTest/511816/AMD-Ryzen-3-2300U-with-Radeon-Vega-Mobile-Gfx,696
CPU,,Intel,Core i7-7560U,696,54.9,1528,https://cpu.userbenchmark.com/SpeedTest/262014/IntelR-CoreTM-i7-7560U-CPU---240GHz,697
CPU,,Intel,Core i3-7130U,697,54.9,4991,https://cpu.userbenchmark.com/SpeedTest/376899/IntelR-CoreTM-i3-7130U-CPU---270GHz,698
CPU,FJ8068404064405,Intel,Core i7-8565U,698,54.7,81207,https://cpu.userbenchmark.com/SpeedTest/591977/IntelR-CoreTM-i7-8565U-CPU---180GHz,699
CPU,,Intel,Core i5-5257U,699,54.6,3465,https://cpu.userbenchmark.com/SpeedTest/25441/IntelR-CoreTM-i5-5257U-CPU---270GHz,700
CPU,,Intel,Core i3-3220T,700,54.6,2218,https://cpu.userbenchmark.com/SpeedTest/2602/IntelR-CoreTM-i3-3220T-CPU---280GHz,701
CPU,,AMD,Ryzen 3 3300U,701,54.5,2913,https://cpu.userbenchmark.com/SpeedTest/827713/AMD-Ryzen-3-3300U-with-Radeon-Vega-Mobile-Gfx,702
CPU,,Intel,Xeon X5470,702,54.5,1638,https://cpu.userbenchmark.com/SpeedTest/14102/IntelR-XeonR-CPU-----------X5470----333GHz,703
CPU,,Intel,Core i3-6157U,703,54.4,479,https://cpu.userbenchmark.com/SpeedTest/187565/IntelR-CoreTM-i3-6157U-CPU---240GHz,704
CPU,,Intel,Xeon E5506,704,54.2,722,https://cpu.userbenchmark.com/SpeedTest/11152/IntelR-XeonR-CPU-----------E5506----213GHz,705
CPU,,Intel,Core i7-7660U,705,54.2,4146,https://cpu.userbenchmark.com/SpeedTest/274151/IntelR-CoreTM-i7-7660U-CPU---250GHz,706
CPU,,AMD,Ryzen 7 3750H,706,54.1,42271,https://cpu.userbenchmark.com/SpeedTest/786211/AMD-Ryzen-7-3750H-with-Radeon-Vega-Mobile-Gfx,707
CPU,,AMD,Phenom II X4 20,707,54.1,732,https://cpu.userbenchmark.com/SpeedTest/4534/AMD-Phenomtm-II-X4-20-Processor,708
CPU,HDT55TFBGRBOX,AMD,Phenom II X6 1055T,708,54,23835,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1055T/Rating/2003,709
CPU,,AMD,Phenom II X4 B55,709,54,3005,https://cpu.userbenchmark.com/SpeedTest/878/AMD-Phenomtm-II-X4-B55-Processor,710
CPU,,AMD,Phenom II X4 960T,710,53.9,4461,https://cpu.userbenchmark.com/SpeedTest/1813/AMD-Phenomtm-II-X4-960T-Processor,711
CPU,,Intel,Core i5-3360M,711,53.9,5754,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz,712
CPU,,Intel,Core i7 Q 740,712,53.8,13278,https://cpu.userbenchmark.com/SpeedTest/415/IntelR-CoreTM-i7-CPU-------Q-740----173GHz,713
CPU,,Intel,Core i5-6300HQ,713,53.7,41531,https://cpu.userbenchmark.com/SpeedTest/38166/IntelR-CoreTM-i5-6300HQ-CPU---230GHz,714
CPU,,Intel,Core i7-2640M,714,53.7,12152,https://cpu.userbenchmark.com/SpeedTest/791/IntelR-CoreTM-i7-2640M-CPU---280GHz,715
CPU,,Intel,Pentium G2130,715,53.6,1838,https://cpu.userbenchmark.com/SpeedTest/9126/IntelR-PentiumR-CPU-G2130---320GHz,716
CPU,FD6100WMGUSBX,AMD,FX-6100,716,53.5,44863,https://cpu.userbenchmark.com/AMD-FX-6100/Rating/1984,717
CPU,YD200GC6FBBOX,AMD,Athlon 200GE,717,53.5,12631,https://cpu.userbenchmark.com/SpeedTest/592714/AMD-Athlon-200GE-with-Radeon-Vega-Graphics,718
CPU,BX80646G3420,Intel,Pentium G3420,718,53.5,4757,https://cpu.userbenchmark.com/Intel-Pentium-G3420/Rating/1968,719
CPU,,AMD,Phenom II X6 1045T,719,53.5,5709,https://cpu.userbenchmark.com/SpeedTest/1873/AMD-Phenomtm-II-X6-1045T-Processor,720
CPU,,Intel,Core i5-10210U,720,53.4,54859,https://cpu.userbenchmark.com/SpeedTest/819403/IntelR-CoreTM-i5-10210U-CPU---160GHz,721
CPU,,AMD,A10-6790K APU (2013 D.Ri),721,53.3,1723,https://cpu.userbenchmark.com/SpeedTest/13499/AMD-A10-6790K-APU-with-Radeontm-HD-Graphics,722
CPU,,Intel,Core i3-2120T,722,53.3,1170,https://cpu.userbenchmark.com/SpeedTest/2686/IntelR-CoreTM-i3-2120T-CPU---260GHz,723
CPU,,Intel,Core i7-3520M,723,53.2,19660,https://cpu.userbenchmark.com/SpeedTest/50/IntelR-CoreTM-i7-3520M-CPU---290GHz,724
CPU,,AMD,Ryzen 5 3550H,724,53.2,57853,https://cpu.userbenchmark.com/SpeedTest/718601/AMD-Ryzen-5-3550H-with-Radeon-Vega-Mobile-Gfx,725
CPU,,Intel,Core i7-1065G7,725,53.2,58314,https://cpu.userbenchmark.com/SpeedTest/888368/IntelR-CoreTM-i7-1065G7-CPU---130GHz,726
CPU,,Intel,Core i5-8250U,726,53.1,234942,https://cpu.userbenchmark.com/SpeedTest/338266/IntelR-CoreTM-i5-8250U-CPU---160GHz,727
CPU,,Intel,Core i7-6650U,727,53.1,6131,https://cpu.userbenchmark.com/SpeedTest/40238/IntelR-CoreTM-i7-6650U-CPU---220GHz,728
CPU,,Intel,Core i7-8550U,728,53,184356,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR-CoreTM-i7-8550U-CPU---180GHz,729
CPU,,Intel,Core i5-2435M,729,52.9,524,https://cpu.userbenchmark.com/SpeedTest/968/IntelR-CoreTM-i5-2435M-CPU---240GHz,730
CPU,YD3000C6FHBOX,AMD,Athlon 3000G,730,52.9,11076,https://cpu.userbenchmark.com/SpeedTest/968952/AMD-Athlon-3000G-with-Radeon-Vega-Graphics,731
CPU,,AMD,Phenom II X6 1035T,731,52.9,2528,https://cpu.userbenchmark.com/SpeedTest/1603/AMD-Phenomtm-II-X6-1035T-Processor,732
CPU,,AMD,Phenom II X4 840T,732,52.9,1104,https://cpu.userbenchmark.com/SpeedTest/8545/AMD-Phenomtm-II-X4-840T-Processor,733
CPU,,Intel,Core i3-8145U,733,52.8,15431,https://cpu.userbenchmark.com/SpeedTest/616038/IntelR-CoreTM-i3-8145U-CPU---210GHz,734
CPU,FJ8068404064604,Intel,Core i5-8265U,734,52.7,87841,https://cpu.userbenchmark.com/SpeedTest/566107/IntelR-CoreTM-i5-8265U-CPU---160GHz,735
CPU,,Intel,Core i7-3687U,735,52.6,2933,https://cpu.userbenchmark.com/SpeedTest/2934/IntelR-CoreTM-i7-3687U-CPU---210GHz,736
CPU,,Intel,Pentium G2120,736,52.6,1827,https://cpu.userbenchmark.com/SpeedTest/448/IntelR-PentiumR-CPU-G2120---310GHz,737
CPU,BX80646G3258,Intel,Pentium G3258,737,52.6,23497,https://cpu.userbenchmark.com/Intel-Pentium-G3258/Rating/2434,738
CPU,,Intel,Core2 Extreme X9650,738,52.6,3122,https://cpu.userbenchmark.com/SpeedTest/2662/IntelR-CoreTM2-Extreme-CPU-X9650----300GHz,739
CPU,,Intel,Core i5-3340M,739,52.6,12487,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,740
CPU,HDZ965FBGMBOX,AMD,Phenom II X4 965,740,52.6,43442,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-965/Rating/606,741
CPU,BX80646G1850,Intel,Celeron G1850,741,52.5,342,https://cpu.userbenchmark.com/Intel-Celeron-G1850/Rating/2850,742
CPU,,Intel,Core i7 Q 820,742,52.5,2269,https://cpu.userbenchmark.com/SpeedTest/3571/IntelR-CoreTM-i7-CPU-------Q-820----173GHz,743
CPU,BX80646G1830,Intel,Celeron G1830,743,52.4,187,https://cpu.userbenchmark.com/Intel-Celeron-G1830/Rating/2848,744
CPU,,Intel,Pentium G870,744,52.4,1800,https://cpu.userbenchmark.com/SpeedTest/9348/IntelR-PentiumR-CPU-G870---310GHz,745
CPU,BX80646I34130,Intel,Core i3-4130,745,52.3,49509,https://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621,746
CPU,,Intel,Core i7-8650U,746,52.3,42414,https://cpu.userbenchmark.com/SpeedTest/353957/IntelR-CoreTM-i7-8650U-CPU---190GHz,747
CPU,,Intel,Core i7-2620M,747,52.2,16111,https://cpu.userbenchmark.com/SpeedTest/643/IntelR-CoreTM-i7-2620M-CPU---270GHz,748
CPU,,AMD,Phenom II X4 830,748,52.2,1495,https://cpu.userbenchmark.com/SpeedTest/2164/AMD-Phenomtm-II-X4-830-Processor,749
CPU,,Intel,Core i3-3220,749,52.1,71790,https://cpu.userbenchmark.com/SpeedTest/272/IntelR-CoreTM-i3-3220-CPU---330GHz,750
CPU,BX80684G4900,Intel,Celeron G4900,750,52.1,1971,https://cpu.userbenchmark.com/SpeedTest/482751/IntelR-CeleronR-G4900-CPU---310GHz,751
CPU,,AMD,Ryzen 7 2700U,751,52.1,8291,https://cpu.userbenchmark.com/SpeedTest/432558/AMD-Ryzen-7-2700U-with-Radeon-Vega-Mobile-Gfx,752
CPU,,Intel,Xeon E5-2680 v2,752,52,56,https://cpu.userbenchmark.com/SpeedTest/17083/IntelR-XeonR-CPU-E5-2680-v2---280GHz,753
CPU,,AMD,FX-4130 Quad-Core,753,52,8564,https://cpu.userbenchmark.com/SpeedTest/2420/AMD-FXtm-4130-Quad-Core-Processor,754
CPU,,Intel,Xeon E5504,754,51.9,489,https://cpu.userbenchmark.com/SpeedTest/6261/IntelR-XeonR-CPU-----------E5504----200GHz,755
CPU,,Intel,Pentium G3260,755,51.8,9453,https://cpu.userbenchmark.com/SpeedTest/31434/IntelR-PentiumR-CPU-G3260---330GHz,756
CPU,,Intel,Core i5 680,756,51.8,781,https://cpu.userbenchmark.com/SpeedTest/3693/IntelR-CoreTM-i5-CPU---------680----360GHz,757
CPU,,AMD,Phenom II X4 910e,757,51.8,214,https://cpu.userbenchmark.com/SpeedTest/10427/AMD-Phenomtm-II-X4-910e-Processor,758
CPU,,AMD,A10-5800B APU (2012 D.Tr),758,51.7,1191,https://cpu.userbenchmark.com/SpeedTest/14080/AMD-A10-5800B-APU-with-Radeontm-HD-Graphics,759
CPU,FD4300WMHKBOX,AMD,FX-4300,759,51.6,55454,https://cpu.userbenchmark.com/AMD-FX-4300/Rating/2879,760
CPU,,Intel,Core i5-8350U,760,51.6,19808,https://cpu.userbenchmark.com/SpeedTest/388461/IntelR-CoreTM-i5-8350U-CPU---170GHz,761
CPU,,Intel,Xeon X5460,761,51.6,10360,https://cpu.userbenchmark.com/SpeedTest/5754/IntelR-XeonR-CPU-----------X5460----316GHz,762
CPU,,AMD,Phenom II X4 B50,762,51.6,3245,https://cpu.userbenchmark.com/SpeedTest/5205/AMD-Phenomtm-II-X4-B50-Processor,763
CPU,,Intel,Core i5-2540M,763,51.5,16964,https://cpu.userbenchmark.com/SpeedTest/1616/IntelR-CoreTM-i5-2540M-CPU---260GHz,764
CPU,,Intel,Core i7-3537U,764,51.5,17065,https://cpu.userbenchmark.com/SpeedTest/504/IntelR-CoreTM-i7-3537U-CPU---200GHz,765
CPU,,Intel,Core i5-4300M,765,51.5,13678,https://cpu.userbenchmark.com/SpeedTest/5215/IntelR-CoreTM-i5-4300M-CPU---260GHz,766
CPU,,AMD,Phenom II X4 945,766,51.5,12746,https://cpu.userbenchmark.com/SpeedTest/101/AMD-Phenomtm-II-X4-945-Processor,767
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,767,51.5,41403,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-955/Rating/2935,768
CPU,AD680KWOHLBOX,AMD,A10-6800K APU (2013 D.Ri),768,51.5,11295,https://cpu.userbenchmark.com/AMD-A10-6800K-APU-2013-DRi/Rating/2936,769
CPU,,AMD,Athlon II X4 760K (2013 D.Ri),769,51.5,6408,https://cpu.userbenchmark.com/SpeedTest/9072/AMD-Athlontm-X4-760K-Quad-Core-Processor,770
CPU,,Intel,Core i7-2677M,770,51.4,694,https://cpu.userbenchmark.com/SpeedTest/4939/IntelR-CoreTM-i7-2677M-CPU---180GHz,771
CPU,,Intel,Pentium G860,771,51.4,3842,https://cpu.userbenchmark.com/SpeedTest/2650/IntelR-PentiumR-CPU-G860---300GHz,772
CPU,,AMD,FX-4100,772,51.4,32471,https://cpu.userbenchmark.com/AMD-FX-4100/Rating/2878,773
CPU,,Intel,Pentium G840,773,51.3,2557,https://cpu.userbenchmark.com/SpeedTest/3067/IntelR-PentiumR-CPU-G840---280GHz,774
CPU,,Intel,Core i5-4210M,774,51.3,15981,https://cpu.userbenchmark.com/SpeedTest/12839/IntelR-CoreTM-i5-4210M-CPU---260GHz,775
CPU,,Intel,Pentium G3250,775,51.2,11326,https://cpu.userbenchmark.com/SpeedTest/18077/IntelR-PentiumR-CPU-G3250---320GHz,776
CPU,,Intel,Core i5-2415M,776,51.1,656,https://cpu.userbenchmark.com/SpeedTest/4223/IntelR-CoreTM-i5-2415M-CPU---230GHz,777
CPU,,Intel,Core i7-4650U,777,51.1,4310,https://cpu.userbenchmark.com/SpeedTest/6364/IntelR-CoreTM-i7-4650U-CPU---170GHz,778
CPU,,Intel,Core i7-2637M,778,51.1,599,https://cpu.userbenchmark.com/SpeedTest/5436/IntelR-CoreTM-i7-2637M-CPU---170GHz,779
CPU,,Intel,Core i5-1035G1,779,51.1,53170,https://cpu.userbenchmark.com/SpeedTest/895407/IntelR-CoreTM-i5-1035G1-CPU---100GHz,780
CPU,AD750KWOHJBOX,AMD,Athlon II X4 750K,780,51.1,5882,https://cpu.userbenchmark.com/AMD-Athlon-II-X4-750K/Rating/1548,781
CPU,,AMD,Phenom II X4 B45,781,51.1,1025,https://cpu.userbenchmark.com/SpeedTest/4111/AMD-Phenomtm-II-X4-B45-Processor,782
CPU,,Intel,Core i3-4000M,782,51,7973,https://cpu.userbenchmark.com/SpeedTest/6476/IntelR-CoreTM-i3-4000M-CPU---240GHz,783
CPU,,Intel,Core i3-1115G4,783,51,18815,https://cpu.userbenchmark.com/SpeedTest/1333512/11th-Gen-IntelR-CoreTM-i3-1115G4---300GHz,784
CPU,,AMD,Phenom II X4 B40,784,50.9,465,https://cpu.userbenchmark.com/SpeedTest/9803/AMD-Phenomtm-II-X4-B40-Processor,785
CPU,,Intel,Pentium G850,785,50.9,2785,https://cpu.userbenchmark.com/SpeedTest/2522/IntelR-PentiumR-CPU-G850---290GHz,786
CPU,,Intel,Core i7-3667U,786,50.9,3556,https://cpu.userbenchmark.com/SpeedTest/2815/IntelR-CoreTM-i7-3667U-CPU---200GHz,787
CPU,,Intel,Core i3-2100,787,50.9,63701,https://cpu.userbenchmark.com/SpeedTest/41/IntelR-CoreTM-i3-2100-CPU---310GHz,788
CPU,,AMD,Phenom II X4 905e,788,50.9,349,https://cpu.userbenchmark.com/SpeedTest/3420/AMD-Phenomtm-II-X4-905e-Processor,789
CPU,,Intel,Xeon X5472,789,50.8,333,https://cpu.userbenchmark.com/SpeedTest/3914/IntelR-XeonR-CPU-----------X5472----300GHz,790
CPU,,Intel,Core2 Quad Q9650,790,50.7,16719,https://cpu.userbenchmark.com/SpeedTest/1706/IntelR-CoreTM2-Quad-CPU----Q9650----300GHz,791
CPU,,Intel,Core i3-2120,791,50.7,77810,https://cpu.userbenchmark.com/SpeedTest/2227/IntelR-CoreTM-i3-2120-CPU---330GHz,792
CPU,,Intel,Core i7 Q 720,792,50.7,13149,https://cpu.userbenchmark.com/SpeedTest/140/IntelR-CoreTM-i7-CPU-------Q-720----160GHz,793
CPU,,Intel,Core i7-3517U,793,50.7,8454,https://cpu.userbenchmark.com/SpeedTest/663/IntelR-CoreTM-i7-3517U-CPU---190GHz,794
CPU,,AMD,Phenom II X4 925,794,50.7,5211,https://cpu.userbenchmark.com/SpeedTest/2581/AMD-Phenomtm-II-X4-925-Processor,795
CPU,,Intel,Xeon E5472,795,50.7,771,https://cpu.userbenchmark.com/SpeedTest/20269/IntelR-XeonR-CPU-----------E5472----300GHz,796
CPU,,Intel,Core i5 K 655,796,50.7,401,https://cpu.userbenchmark.com/SpeedTest/9077/IntelR-CoreTM-i5-CPU-------K-655----320GHz,797
CPU,,Intel,Pentium G2010,797,50.6,3290,https://cpu.userbenchmark.com/SpeedTest/8691/IntelR-PentiumR-CPU-G2010---280GHz,798
CPU,,Intel,Xeon E5450,798,50.5,10801,https://cpu.userbenchmark.com/SpeedTest/5890/IntelR-XeonR-CPU-----------E5450----300GHz,799
CPU,,Intel,Xeon W3505,799,50.5,755,https://cpu.userbenchmark.com/SpeedTest/12714/IntelR-XeonR-CPU-----------W3505----253GHz,800
CPU,,Intel,Core i7-4550U,800,50.5,323,https://cpu.userbenchmark.com/SpeedTest/6199/IntelR-CoreTM-i7-4550U-CPU---150GHz,801
CPU,,Intel,Core i5-4250U,801,50.4,1765,https://cpu.userbenchmark.com/SpeedTest/1787/IntelR-CoreTM-i5-4250U-CPU---130GHz,802
CPU,BX80646G3240 ,Intel,Pentium G3240,802,50.2,10752,https://cpu.userbenchmark.com/Intel-Pentium-G3240/Rating/2820,803
CPU,,AMD,Phenom II X4 920,803,50.2,1017,https://cpu.userbenchmark.com/SpeedTest/1945/AMD-Phenomtm-II-X4-920-Processor,804
CPU,,Intel,Xeon E5-2603 0,804,50.2,224,https://cpu.userbenchmark.com/SpeedTest/4629/IntelR-XeonR-CPU-E5-2603-0---180GHz,805
CPU,,Intel,Core i7-8500Y,805,50.1,528,https://cpu.userbenchmark.com/SpeedTest/590466/IntelR-CoreTM-i7-8500Y-CPU---150GHz,806
CPU,,Intel,Core i7-4500U,806,50.1,39249,https://cpu.userbenchmark.com/Intel-Core-i7-4500U/Rating/2743,807
CPU,,Intel,Core i3-3120M,807,50.1,14372,https://cpu.userbenchmark.com/SpeedTest/923/IntelR-CoreTM-i3-3120M-CPU---250GHz,808
CPU,,Intel,Pentium G645,808,49.9,5700,https://cpu.userbenchmark.com/SpeedTest/3264/IntelR-PentiumR-CPU-G645---290GHz,809
CPU,AD580KWOHJBOX,AMD,A10-5800K APU (2012 D.Tr),809,49.9,18312,https://cpu.userbenchmark.com/AMD-A10-5800K-APU-2012-DTr/Rating/2007,810
CPU,,AMD,A8-6600K APU,810,49.8,21890,https://cpu.userbenchmark.com/SpeedTest/3344/AMD-A8-6600K-APU-with-Radeontm-HD-Graphics,811
CPU,,Intel,Core i5 661,811,49.8,2457,https://cpu.userbenchmark.com/SpeedTest/548/IntelR-CoreTM-i5-CPU---------661----333GHz,812
CPU,,Intel,Xeon E7- 4870,812,49.8,40,https://cpu.userbenchmark.com/SpeedTest/8256/IntelR-XeonR-CPU-E7--4870----240GHz,813
CPU,,Intel,Pentium 5405U,813,49.8,963,https://cpu.userbenchmark.com/SpeedTest/767922/IntelR-PentiumR-CPU-5405U---230GHz,814
CPU,,AMD,A8-6500 APU,814,49.8,7219,https://cpu.userbenchmark.com/SpeedTest/5272/AMD-A8-6500-APU-with-Radeontm-HD-Graphics,815
CPU,AD6700OKHLBOX,AMD,A10-6700 APU (2013 D.Ri),815,49.7,12547,https://cpu.userbenchmark.com/AMD-A10-6700-APU-2013-DRi/Rating/2938,816
CPU,,Intel,Core i5-2557M,816,49.7,714,https://cpu.userbenchmark.com/SpeedTest/5422/IntelR-CoreTM-i5-2557M-CPU---170GHz,817
CPU,,Intel,Core i5-4200M,817,49.6,33019,https://cpu.userbenchmark.com/SpeedTest/2341/IntelR-CoreTM-i5-4200M-CPU---250GHz,818
CPU,,Intel,Core i7-7600U,818,49.6,13451,https://cpu.userbenchmark.com/SpeedTest/220838/IntelR-CoreTM-i7-7600U-CPU---280GHz,819
CPU,,AMD,Athlon II X4 651,819,49.6,1008,https://cpu.userbenchmark.com/SpeedTest/3526/AMD-Athlontm-II-X4-651-Quad-Core-Processor,820
CPU,,Intel,Core i7-5600U,820,49.6,20423,https://cpu.userbenchmark.com/SpeedTest/22612/IntelR-CoreTM-i7-5600U-CPU---260GHz,821
CPU,,Intel,Xeon X5450,821,49.6,5870,https://cpu.userbenchmark.com/SpeedTest/5169/IntelR-XeonR-CPU-----------X5450----300GHz,822
CPU,,Intel,Core i5-2430M,822,49.5,41461,https://cpu.userbenchmark.com/SpeedTest/429/IntelR-CoreTM-i5-2430M-CPU---240GHz,823
CPU,,AMD,Phenom II X4 810,823,49.5,2243,https://cpu.userbenchmark.com/SpeedTest/4242/AMD-Phenomtm-II-X4-810-Processor,824
CPU,,Intel,Celeron G1620,824,49.5,2566,https://cpu.userbenchmark.com/SpeedTest/6930/IntelR-CeleronR-CPU-G1620---270GHz,825
